# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 17:31:56 2025
#
# User preference: *
#
# CONSTRAINT:  where (tfopwg_disp like '%kp%')
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
loc_rowid,toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
4069,4535.01,26017005,KP,03h29m22.09s,52.3420550,+22d17m57.66s,22.2993490,16.5790000,0.058,-0.058,0,-14.0270000,0.038,-0.038,0,2459449.1200550,0.000307,-0.000307,0,4.0984741,0.0000030,-0.0000030,0,2.3234090,0.0367453,-0.0367453,0,16869.9465037,188.3340000,-188.3340000,0,14.8366922,0.8379560,-0.8379560,0,319.8755104,,,,1078.6113787,,,,12.5489000,0.006,-0.006,0,333.0420000,2.9945000,-2.9945000,0,5198.0000000,124.8000000,-124.8000000,0,4.3300000,0.0800000,-0.0800000,0,1.0639499,0.0588618,-0.0588618,0,2021-10-21 22:57:22,2024-11-26 16:02:02
4070,4536.01,380907135,KP,01h18m12.14s,19.5505860,+02d42m10.03s,2.7027850,2.4610000,0.084,-0.084,0,-14.5950000,0.071,-0.071,0,2460226.9558840,0.002457,-0.002457,0,4.0460644,0.0000132,-0.0000132,0,5.8240000,1.0780000,-1.0780000,0,8004.0000000,1173.3300000,-1173.3300000,0,18.2851000,1.6038900,-1.6038900,0,6586.4700000,,,,2509.0000000,,,,10.5559000,0.007,-0.007,0,376.6580000,10.8895000,-10.8895000,0,6404.0000000,123.1000000,-123.1000000,0,4.0300000,0.0900000,-0.0900000,0,1.8100000,0.1000000,-0.1000000,0,2021-10-21 22:57:22,2023-12-14 16:02:02
4072,4538.01,262715204,KP,23h17m32.24s,349.3843460,+01d18m00.55s,1.3001520,15.0230000,0.076,-0.076,0,-33.8740000,0.057,-0.057,0,2460228.7586020,0.002249,-0.002249,0,7.1385672,0.0000073,-0.0000073,0,2.4640000,0.3310000,-0.3310000,0,2064.0000000,73.3176000,-73.3176000,0,3.6051600,0.2452690,-0.2452690,0,63.7967000,,,,787.0000000,,,,11.2451000,0.006,-0.006,0,154.9610000,1.1525000,-1.1525000,0,5144.5000000,136.4000000,-136.4000000,0,4.6000000,0.0900000,-0.0900000,0,0.7700000,0.0500000,-0.0500000,0,2021-10-21 22:57:23,2023-12-14 10:08:02
4073,4538.02,262715204,KP,23h17m32.24s,349.3843460,+01d18m00.55s,1.3001520,15.0230000,0.076,-0.076,0,-33.8740000,0.057,-0.057,0,2459468.7422040,0.002364,-0.002364,0,3.4715644,0.0000059,-0.0000059,0,2.1300000,0.3640000,-0.3640000,0,1050.0000000,1.0663900,-1.0663900,0,2.6524500,0.1932460,-0.1932460,0,304.0540000,,,,1163.0000000,,,,11.2451000,0.006,-0.006,0,154.9610000,1.1525000,-1.1525000,0,5144.5000000,136.4000000,-136.4000000,0,4.6000000,0.0900000,-0.0900000,0,0.7700000,0.0500000,-0.0500000,0,2021-10-21 22:57:22,2021-10-29 12:59:15
4074,4539.01,102264230,KP,22h04m48.74s,331.2030920,-12d01m08.64s,-12.0190670,15.0240000,0.090,-0.090,0,-41.3090000,0.092,-0.092,0,2459470.1473340,0.001140,-0.001140,0,4.1591488,0.0000018,-0.0000018,0,3.5400000,0.0320000,-0.0320000,0,12800.0000000,0.0613901,-0.0613901,0,12.1616000,0.6570210,-0.6570210,0,417.2950000,,,,1259.0000000,,,,11.2900000,0.006,-0.006,0,264.7800000,4.8020000,-4.8020000,0,5576.0000000,118.2000000,-118.2000000,0,4.3400000,0.0800000,-0.0800000,0,1.1100000,0.0600000,-0.0600000,0,2021-10-21 22:57:23,2021-10-29 12:59:15
4080,4544.01,435339847,KP,03h40m54.85s,55.2285210,+12d34m20.81s,12.5724480,22.5580000,0.117,-0.117,0,-37.9060000,0.060,-0.060,0,2458440.2195430,0.002133,-0.002133,0,8.2000875,0.0000189,-0.0000189,0,2.4601181,0.3954948,-0.3954948,0,1079.5927267,100.9873700,-100.9873700,0,2.7997542,0.9141595,-0.9141595,0,58.2025038,,,,704.4580992,,,,11.2867000,0.006,-0.006,0,141.7310000,0.8685000,-0.8685000,0,4865.6000000,101.5000000,-101.5000000,0,4.5400000,0.1000000,-0.1000000,0,0.7934760,0.0716306,-0.0716306,0,2021-10-21 22:57:23,2024-11-25 10:08:02
4081,4545.01,610976842,KP,01h18m26.43s,19.6101420,+06d49m00.22s,6.8167280,54.9830000,0.053,-0.053,0,-34.9650000,0.043,-0.043,0,2460228.9330830,0.000703,-0.000703,0,4.0248735,0.0000046,-0.0000046,0,2.3840000,0.2270000,-0.2270000,0,23775.0000000,629.1840000,-629.1840000,0,11.6786000,0.2182280,-0.2182280,0,97.8595000,,,,876.0000000,,,,12.8130000,0.013,-0.013,0,232.8010000,1.8210000,-1.8210000,0,4492.0000000,124.2000000,-124.2000000,0,4.5200000,0.1000000,-0.1000000,0,0.7500000,0.0100000,-0.0100000,0,2021-10-21 22:57:24,2023-12-07 10:08:02
4083,4547.01,206284139,KP,22h34m25.5s,338.6062310,-13d43m54.49s,-13.7318040,8.4790000,0.096,-0.096,0,-21.6020000,0.075,-0.075,0,2459468.2297190,0.014989,-0.014989,0,3.0026215,0.0000186,-0.0000186,0,3.5950000,0.1660000,-0.1660000,0,5040.0000000,141.0260000,-141.0260000,0,14.0672000,2.0259400,-2.0259400,0,4289.2700000,,,,2254.0000000,,,,12.1112000,0.010,-0.010,0,491.8700000,11.2195000,-11.2195000,0,5630.0000000,105.1000000,-105.1000000,0,4.1100000,0.0700000,-0.0700000,0,1.4500000,0.0700000,-0.0700000,0,2021-10-21 22:57:24,2021-10-29 12:59:15
4110,4570.01,137402055,KP,19h28m16.39s,292.0683110,+38d50m31.92s,38.8422000,-1.8270000,0.063,-0.063,0,-14.3560000,0.070,-0.070,0,2459391.4598910,0.002374,-0.002374,0,1.9737719,0.0000188,-0.0000188,0,2.1771701,0.2039277,-0.2039277,0,32350.4373939,4230.6934000,-4230.6934000,0,14.2783974,1.7593518,-1.7593518,0,265.9747113,,,,1029.9824769,,,,15.0523000,0.009,-0.009,0,642.0510000,16.2320000,-16.2320000,0,4664.2300000,99.2267000,-99.2267000,0,4.6196300,,,0,0.6979710,,,0,2021-11-01 23:15:38,2023-03-15 16:02:02
4111,4571.01,48451130,KP,18h59m31.19s,284.8799790,+49d16m01.27s,49.2670200,-2.6310000,0.033,-0.033,0,6.4200000,0.033,-0.033,0,2459413.7187980,0.003590,-0.003590,0,30.3599812,0.0003132,-0.0003132,0,6.0823745,0.2569184,-0.2569184,0,19347.5990647,621.8815000,-621.8815000,0,11.2141216,0.4613171,-0.4613171,0,9.8942349,,,,452.3403225,,,,13.7589000,0.006,-0.006,0,436.2570000,3.1770000,-3.1770000,0,4815.0000000,122.0000000,-122.0000000,0,4.5293000,,,0,0.7951180,,,0,2021-11-01 23:15:39,2023-03-15 16:02:02
4117,4577.01,138364831,KP,19h35m29.26s,293.8719140,+38d25m22.5s,38.4229180,-0.2980000,0.045,-0.045,0,-6.6460000,0.055,-0.055,0,2459391.1121760,0.002098,-0.002098,0,1.6255124,0.0000159,-0.0000159,0,2.6590029,0.2352588,-0.2352588,0,10095.3614497,746.6269000,-746.6269000,0,11.2971803,0.7784328,-0.7784328,0,1238.8661223,,,,1513.1286131,,,,14.4669000,0.011,-0.011,0,938.7150000,30.9340000,-30.9340000,0,5483.7400000,114.9100000,-114.9100000,0,4.3827200,,,0,1.0442600,,,0,2021-11-01 23:15:42,2023-03-15 16:02:02
4119,4579.01,27769688,KP,19h44m31.88s,296.1328140,+48d58m38.32s,48.9773100,2.4580000,0.057,-0.057,0,-15.9260000,0.058,-0.058,0,2458733.3125420,0.004015,-0.004015,0,88.4956830,0.0109785,-0.0109785,0,6.9510849,0.3972705,-0.3972705,0,2838.5756569,273.4345700,-273.4345700,0,5.1574303,0.5870564,-0.5870564,0,0.4523971,,,,209.1701491,,,,11.3523000,0.006,-0.006,0,223.7570000,1.7975000,-1.7975000,0,5509.6100000,124.8410000,-124.8410000,0,4.4772800,0.0799178,-0.0799178,0,0.9399510,0.0495980,-0.0495980,0,2021-11-01 23:15:43,2023-03-15 16:02:02
4122,4581.01,273231214,KP,19h49m19.94s,297.3330720,+41d53m28.03s,41.8911190,1.9670000,0.038,-0.038,0,1.3650000,0.044,-0.044,0,2458719.3617690,0.004102,-0.004102,0,22.3428773,0.0000863,-0.0000863,0,6.7001280,0.2194179,-0.2194179,0,5934.9200116,242.3324600,-242.3324600,0,11.3355032,0.8318238,-0.8318238,0,99.0860360,,,,804.6793626,,,,11.7889000,0.006,-0.006,0,477.0520000,4.9495000,-4.9495000,0,6184.0000000,129.4950000,-129.4950000,0,4.2012100,0.0908924,-0.0908924,0,1.4286400,0.0894347,-0.0894347,0,2021-11-01 23:15:44,2023-03-16 10:10:02
4123,4581.02,273231214,KP,19h49m19.94s,297.3330720,+41d53m28.03s,41.8911190,1.9670000,0.038,-0.038,0,1.3650000,0.044,-0.044,0,2459774.4504300,0.005148,-0.005148,0,,,,0,6.6171206,0.5140849,-0.5140849,0,3767.5217478,397.2976000,-397.2976000,0,8.9205086,1.2158191,-1.2158191,0,138.5753642,,,,875.0669002,,,,11.7889000,0.006,-0.006,0,477.0520000,4.9495000,-4.9495000,0,6184.0000000,129.4950000,-129.4950000,0,4.2012100,0.0908924,-0.0908924,0,1.4286400,0.0894347,-0.0894347,0,2022-12-01 22:52:54,2022-12-10 12:03:03
4126,4584.01,120255950,KP,18h57m53.34s,284.4722470,+39d54m42.8s,39.9118890,10.8650000,0.040,-0.040,0,17.5200000,0.049,-0.049,0,2459399.6392020,0.001436,-0.001436,0,31.5786847,0.0001792,-0.0001792,0,2.1295055,0.4794140,-0.4794140,0,2119.3256676,132.2639300,-132.2639300,0,4.8743389,2.4624690,-2.4624690,0,27.0094647,,,,581.4317504,,,,10.6114000,0.006,-0.006,0,185.8750000,0.8310000,-0.8310000,0,5696.0000000,99.3593000,-99.3593000,0,4.4002500,0.0686936,-0.0686936,0,1.0517800,0.0430553,-0.0430553,0,2021-11-01 23:15:46,2023-03-15 16:02:02
4129,4587.01,137683938,KP,19h30m19.17s,292.5798560,+37d22m34.54s,37.3762620,-2.5800000,0.070,-0.070,0,-30.2390000,0.069,-0.069,0,2459393.6598360,0.002059,-0.002059,0,3.2903136,0.0000267,-0.0000267,0,1.7465253,0.2202443,-0.2202443,0,15334.2181362,1439.5836000,-1439.5836000,0,7.5296069,0.6862121,-0.6862121,0,37.0869991,,,,629.3977311,,,,14.5505000,0.007,-0.007,0,258.9790000,2.9510000,-2.9510000,0,3579.0000000,157.0000000,-157.0000000,0,4.6790500,0.0107839,-0.0107839,0,0.5673090,0.0175218,-0.0175218,0,2021-11-01 23:15:47,2025-04-17 12:03:11
4131,4589.01,164458714,KP,18h52m36.25s,283.1510450,+45d08m24.3s,45.1400840,61.5150000,0.042,-0.042,0,61.8460000,0.048,-0.048,0,2460364.3456370,0.013173,-0.013173,0,17.8335899,0.0003153,-0.0003153,0,3.6420000,1.1830000,-1.1830000,0,289.0000000,40.4006000,-40.4006000,0,2.1626700,0.2532110,-0.2532110,0,62.1044000,,,,782.0000000,,,,9.0313100,0.007,-0.007,0,147.5270000,0.4920000,-0.4920000,0,6304.0000000,141.2970000,-141.2970000,0,4.2216400,0.0935252,-0.0935252,0,1.4300000,0.0700000,-0.0700000,0,2021-11-01 23:15:48,2024-05-17 10:08:01
4135,4592.01,122785299,KP,19h24m33.03s,291.1376200,+36d34m38.44s,36.5773440,7.9900000,0.044,-0.044,0,-2.4490000,0.050,-0.050,0,2459392.1403890,0.002544,-0.002544,0,8.8849511,0.0001548,-0.0001548,0,1.9958507,0.3812014,-0.3812014,0,16966.9658671,1934.3452000,-1934.3452000,0,12.6838437,2.6857061,-2.6857061,0,94.2936984,,,,794.7680813,,,,14.5750000,0.007,-0.007,0,835.3560000,18.3645000,-18.3645000,0,5160.0000000,123.0000000,-123.0000000,0,4.3977500,,,0,0.9770540,,,0,2021-11-01 23:15:50,2023-03-15 16:02:02
4136,4593.01,399954349,KP,19h10m25.37s,287.6057030,+49d31m24.22s,49.5233940,13.5160000,0.036,-0.036,0,32.6030000,0.035,-0.035,0,2458689.5782780,0.002453,-0.002453,0,7.8344688,0.0000269,-0.0000269,0,3.1260803,0.1902987,-0.1902987,0,2017.3628771,127.6785700,-127.6785700,0,3.7973353,0.3555673,-0.3555673,0,51.6399559,,,,683.7010001,,,,11.6052000,0.006,-0.006,0,153.6760000,0.4540000,-0.4540000,0,4837.0000000,138.2830000,-138.2830000,0,4.6049300,0.0969596,-0.0969596,0,0.7311460,0.0558291,-0.0558291,0,2021-11-01 23:15:50,2023-03-15 16:02:02
4137,4593.02,399954349,KP,19h10m25.37s,287.6057030,+49d31m24.22s,49.5233940,13.5160000,0.036,-0.036,0,32.6030000,0.035,-0.035,0,2458684.4719740,0.001637,-0.001637,0,3.0051929,0.0000131,-0.0000131,0,1.8111648,0.3613005,-0.3613005,0,737.8355831,94.0019760,-94.0019760,0,2.1434355,0.9700100,-0.9700100,0,185.2829570,,,,940.9761542,,,,11.6052000,0.006,-0.006,0,153.6760000,0.4540000,-0.4540000,0,4837.0000000,138.2830000,-138.2830000,0,4.6049300,0.0969596,-0.0969596,0,0.7311460,0.0558291,-0.0558291,0,2023-03-23 19:50:43,2023-03-26 12:03:24
4139,4595.01,159725995,KP,19h25m06.16s,291.2756630,+47d19m46.24s,47.3295110,2.0180000,0.055,-0.055,0,-0.2840000,0.054,-0.054,0,2459394.2785330,0.003351,-0.003351,0,3.7705865,0.0000452,-0.0000452,0,3.9149764,0.3688026,-0.3688026,0,12789.7368577,980.5863000,-980.5863000,0,15.8224620,1.4224659,-1.4224659,0,878.8827779,,,,1388.6809829,,,,14.9767000,0.007,-0.007,0,1898.2600000,111.6150000,-111.6150000,0,5897.0000000,123.0000000,-123.0000000,0,4.1865100,,,0,1.3818800,,,0,2021-11-01 23:15:51,2023-03-15 16:02:02
4151,4604.01,27039476,KP,05h05m47.03s,76.4459400,+21d32m53.52s,21.5481990,30.7120000,0.098,-0.098,0,-97.0820000,0.056,-0.056,0,2460257.7177160,0.023996,-0.023996,0,2.2251639,0.0000244,-0.0000244,0,1.5450000,0.7720000,-0.7720000,0,284.0000000,47.8750000,-47.8750000,0,1.5043600,0.1793030,-0.1793030,0,348.6010000,,,,1203.0000000,,,,9.3928000,0.006,-0.006,0,90.0562000,0.4926500,-0.4926500,0,5509.0000000,121.7000000,-121.7000000,0,4.5000000,0.0800000,-0.0800000,0,0.9200000,0.0500000,-0.0500000,0,2021-11-02 00:11:47,2024-04-24 10:08:02
4153,4606.01,68577662,KP,04h55m04.03s,73.7667930,+18d39m15.56s,18.6543230,62.0640000,0.077,-0.077,0,-48.2450000,0.051,-0.051,0,2459522.9488270,0.001966,-0.001966,0,11.1684037,0.0000126,-0.0000126,0,5.3540000,0.3990000,-0.3990000,0,9660.0000000,2.1519600,-2.1519600,0,12.7700000,0.6202740,-0.6202740,0,312.1550000,,,,1171.0000000,,,,9.3143700,0.006,-0.006,0,130.7200000,0.7635000,-0.7635000,0,5981.0000000,139.4000000,-139.4000000,0,4.3100000,0.0800000,-0.0800000,0,1.2200000,0.0600000,-0.0600000,0,2021-11-02 00:11:48,2024-01-17 10:08:02
4160,4612.01,97735908,KP,06h10m39.37s,92.6640230,+30d57m25.68s,30.9571330,16.7400000,0.078,-0.078,0,-2.4050000,0.065,-0.065,0,2460257.0447780,0.000517,-0.000517,0,4.1137862,0.0000034,-0.0000034,0,5.2350000,0.5040000,-0.5040000,0,5739.0000000,91.5214000,-91.5214000,0,15.0368000,0.7044670,-0.7044670,0,3108.4500000,,,,2080.0000000,,,,8.2239800,0.006,-0.006,0,134.0580000,0.7975000,-0.7975000,0,6327.0000000,132.2000000,-132.2000000,0,3.9900000,0.0900000,-0.0900000,0,1.8800000,0.0900000,-0.0900000,0,2021-11-09 21:10:05,2024-01-04 16:02:02
4166,4618.01,284326455,KP,06h39m35.52s,99.8979920,+25d28m56.64s,25.4824010,-0.0730000,0.050,-0.050,0,-33.2370000,0.043,-0.043,0,2459475.9817070,0.000149,-0.000149,0,3.7998536,0.0000014,-0.0000014,0,1.8114914,0.0174733,-0.0174733,0,25455.0849851,191.8201100,-191.8201100,0,13.2670623,1.1290920,-1.1290920,0,88.6712600,,,,782.6461795,,,,12.2341000,0.006,-0.006,0,143.6510000,0.5810000,-0.5810000,0,4133.4000000,108.6750000,-108.6750000,0,4.4880600,0.1008940,-0.1008940,0,0.7593750,0.0643718,-0.0643718,0,2021-11-09 21:10:49,2024-11-25 16:02:01
4170,4621.01,293457754,KP,01h47m10.37s,26.7932250,+03d07m58.56s,3.1329320,-5.3430000,0.084,-0.084,0,-21.9700000,0.065,-0.065,0,2459451.5211410,0.000335,-0.000335,0,4.5195089,0.0000041,-0.0000041,0,3.1628648,0.0439509,-0.0439509,0,17738.8625444,178.2717600,-178.2717600,0,14.3049176,0.7020652,-0.7020652,0,382.4491890,,,,1127.8807531,,,,12.3553000,0.008,-0.008,0,437.4950000,7.8265000,-7.8265000,0,5887.0000000,126.9110000,-126.9110000,0,4.4400100,0.0788172,-0.0788172,0,1.0321000,0.0495527,-0.0495527,0,2021-11-09 21:10:51,2024-11-25 16:02:01
4172,4623.01,56399553,KP,04h10m40.9s,62.6704220,+24d24m05.96s,24.4016560,16.4520000,0.102,-0.102,0,-21.9880000,0.064,-0.064,0,2459475.9692310,0.000113,-0.000113,0,3.2588316,0.0000009,-0.0000009,0,2.2220346,0.0148688,-0.0148688,0,22743.2337536,110.0101200,-110.0101200,0,12.8714868,1.0703219,-1.0703219,0,284.4141772,,,,1047.3879178,,,,11.5476000,0.006,-0.006,0,178.4750000,1.3105000,-1.3105000,0,5387.0600000,142.5900000,-142.5900000,0,4.5843100,0.1068170,-0.1068170,0,0.8171140,0.0678241,-0.0678241,0,2021-11-09 21:10:52,2024-11-26 16:02:02
4173,4624.01,84339983,KP,06h43m23.52s,100.8480140,+27d15m07.86s,27.2521820,-8.1610000,0.074,-0.074,0,-22.9540000,0.070,-0.070,0,2459475.6103730,0.000198,-0.000198,0,2.7908285,0.0000014,-0.0000014,0,2.2599869,0.0191234,-0.0191234,0,10049.6938823,93.9857560,-93.9857560,0,16.7559488,0.8801241,-0.8801241,0,1998.7811524,,,,1705.3403223,,,,10.5136000,0.006,-0.006,0,320.6390000,5.5575000,-5.5575000,0,6635.9100000,146.3200000,-146.3200000,0,4.2472800,0.0921547,-0.0921547,0,1.4707000,0.0766960,-0.0766960,0,2021-11-09 21:10:52,2024-11-26 16:02:02
4177,4628.01,404421005,KP,13h28m03.89s,202.0161900,-15d56m16.71s,-15.9379750,-98.6740000,0.098,-0.098,0,-36.0960000,0.102,-0.102,0,2458575.1581940,0.002010,-0.002010,0,6.3266800,0.0000358,-0.0000358,0,2.0310601,0.5508015,-0.5508015,0,520.8002154,68.6017000,-68.6017000,0,2.2901554,2.2602060,-2.2602060,0,195.7303563,,,,953.9690748,,,,9.6656200,0.006,-0.006,0,113.1230000,0.6960000,-0.6960000,0,5673.0000000,135.2230000,-135.2230000,0,4.4631800,0.0785692,-0.0785692,0,0.9753830,0.0497060,-0.0497060,0,2021-11-19 00:07:17,2025-08-29 16:00:02
4202,4648.01,257774438,KP,01h05m51s,16.4625200,+11d45m13.38s,11.7537170,55.2960000,0.107,-0.107,0,67.1200000,0.105,-0.105,0,2459461.1811230,0.005195,-0.005195,0,15.3886607,0.0001563,-0.0001563,0,4.3300643,0.4433065,-0.4433065,0,407.1050545,41.7416270,-41.7416270,0,2.5382638,0.2395857,-0.2395857,0,87.1069216,,,,779.1712437,,,,8.9705500,0.006,-0.006,0,101.3210000,0.6285000,-0.6285000,0,6101.0000000,127.8960000,-127.8960000,0,4.4451400,0.0824554,-0.0824554,0,1.0623000,0.0498995,-0.0498995,0,2021-12-03 00:56:02,2024-11-25 10:08:02
4204,465.01,270380593,KP,02h11m07.7s,32.7820850,+02d25m05.5s,2.4181940,74.1900000,0.089,-0.089,0,40.0560000,0.080,-0.080,0,2458414.1358930,0.000195,-0.000195,0,3.8361623,0.0000011,-0.0000011,0,2.4128495,0.0453707,-0.0453707,0,5357.5774934,45.2533040,-45.2533040,0,6.2369926,0.4478517,-0.4478517,0,190.7135382,,,,947.7965650,,,,10.7307000,0.006,-0.006,0,122.0660000,0.6445000,-0.6445000,0,4910.0000000,,,0,4.6010800,,,0,0.8473800,0.0548341,-0.0548341,0,2019-02-08 19:54:07,2024-11-26 16:02:02
4215,466.01,4616072,KP,06h47m58.62s,101.9942460,-21d54m38.56s,-21.9107110,-3.1810000,0.017,-0.017,0,3.6830000,0.030,-0.030,0,2459201.8913550,0.001258,-0.001258,0,4.1876154,0.0000070,-0.0000070,0,3.0070217,0.0769377,-0.0769377,0,10906.1857080,213.3695700,-213.3695700,0,13.9002369,0.6506094,-0.6506094,0,811.3504171,,,,1361.1997652,,,,12.8893000,0.011,-0.011,0,772.1100000,11.1450000,-11.1450000,0,6675.0000000,195.0000000,-195.0000000,0,4.2009400,,,0,1.2373300,0.0545729,-0.0545729,0,2019-02-22 14:51:22,2021-10-29 12:59:15
4237,468.01,33521996,KP,05h52m35.23s,88.1468080,-19d01m53.86s,-19.0316270,-2.5330000,0.042,-0.042,0,7.3490000,0.061,-0.061,0,2459220.8204010,0.000571,-0.000571,0,3.3252703,0.0000018,-0.0000018,0,2.0538144,0.0301296,-0.0301296,0,34741.7763037,363.1046400,-363.1046400,0,11.5039006,0.3623092,-0.3623092,0,47.3314940,,,,668.9710175,,,,13.3383000,0.007,-0.007,0,169.3180000,1.0580000,-1.0580000,0,3724.0000000,,,0,4.6825500,,,0,0.5968010,0.0179141,-0.0179141,0,2019-02-27 22:16:31,2021-10-29 12:59:15
4270,471.01,47911178,KP,06h33m24.26s,98.3511020,-23d29m09.91s,-23.4860860,-2.5690000,0.027,-0.027,0,24.9920000,0.043,-0.043,0,2459223.3022640,0.000132,-0.000132,0,3.5857076,0.0000010,-0.0000010,0,2.7072065,0.0136354,-0.0136354,0,11813.3029260,53.4312170,-53.4312170,0,15.8525901,0.7387155,-0.7387155,0,1089.1709863,,,,1465.1893915,,,,9.7905900,0.006,-0.006,0,201.2240000,1.1455000,-1.1455000,0,6400.0000000,,,0,4.3443500,,,0,1.3455600,0.0625502,-0.0625502,0,2019-02-27 22:16:31,2021-10-29 12:59:15
